YEAR,DATE,ROAD_CLASS,District,LATITUDE,LONGITUDE,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,INVTYPE,INVAGE,INJURY,INITDIR,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Ward_Name,Ward_ID,Hood_ID,Hood_Name
2007,18-08-2007 09:30,Local,Scarborough,43.69244726,-79.28458796,No,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,60 to 64,Major,Unknown,Yes, , , , , , , , , , , , ,Scarborough Southwest (35),35,121,Oakridge (121)
2007,18-08-2007 09:30,Major Arterial,Scarborough,43.69204538,-79.28449029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,50 to 54,None,South,Yes, ,Yes, , , , , , , , , , ,Scarborough Southwest (35),35,121,Oakridge (121)
2007,18-08-2007 09:30,Major Arterial,Scarborough,43.69204538,-79.28449029,No,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,60 to 64,Major,Unknown,Yes, ,Yes, , , , , , , , , , ,Scarborough Southwest (35),35,121,Oakridge (121)
2008,01-03-2008 10:30,Major Arterial,Toronto East York,43.67114538,-79.39509029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,25 to 29,None,West,Yes, ,Yes, , , , , , ,Yes, , , ,Toronto Centre-Rosedale (27),27,95,Annex (95)
2008,01-03-2008 10:30,Major Arterial,Toronto East York,43.67114538,-79.39509029,No,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,15 to 19,Major,West,Yes, ,Yes, , , , , , ,Yes, , , ,Toronto Centre-Rosedale (27),27,95,Annex (95)
2015,05-05-2015 09:30,Local,Scarborough,43.82658346,-79.2382699,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,40 to 44,None,North, , ,Yes, , , , ,Yes, ,Yes, , , ,Scarborough-Rouge River (42),42,131,Rouge (131)
2015,05-05-2015 09:30,Local,Scarborough,43.82658346,-79.2382699,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,70 to 74,Minimal,West, , ,Yes, , , , ,Yes, ,Yes, , , ,Scarborough-Rouge River (42),42,131,Rouge (131)
2015,05-05-2015 09:30,Local,Scarborough,43.82658346,-79.2382699,No,Clear,Natural,Dry,Non-Fatal Injury,Passenger,15 to 19,None,Unknown, , ,Yes, , , , ,Yes, ,Yes, , , ,Scarborough-Rouge River (42),42,131,Rouge (131)
2015,05-05-2015 09:30,Local,Scarborough,43.82658346,-79.2382699,No,Clear,Natural,Dry,Non-Fatal Injury,Passenger,65 to 69,Major,Unknown, , ,Yes, , , , ,Yes, ,Yes, , , ,Scarborough-Rouge River (42),42,131,Rouge (131)
2010,21-08-2010 09:30,Local,Etobicoke York,43.68304538,-79.46459029,No,Rain,Natural,Wet,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Yes, ,Yes, , , , , , , , , , ,York South-Weston (12),12,110,Keelesdale-Eglinton West (110)
2010,21-08-2010 09:30,Local,Etobicoke York,43.68304538,-79.46459029,No,Rain,Natural,Wet,Non-Fatal Injury,Driver,30 to 34,None,West,Yes, ,Yes, , , , , , , , , , ,York South-Weston (12),12,110,Keelesdale-Eglinton West (110)
2010,21-08-2010 09:30,Local,Etobicoke York,43.68304538,-79.46459029,No,Rain,Natural,Wet,Non-Fatal Injury,Pedestrian,75 to 79,Major,South,Yes, ,Yes, , , , , , , , , , ,York South-Weston (12),12,110,Keelesdale-Eglinton West (110)
2012,22-10-2012 09:30,Minor Arterial,Toronto East York,43.66424538,-79.36799029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,20 to 24,None,South,Yes, ,Yes, , , , , , ,Yes, , , ,Toronto Centre-Rosedale (28),28,73,Moss Park (73)
2012,22-10-2012 09:30,Minor Arterial,Toronto East York,43.66424538,-79.36799029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,60 to 64,Major,North,Yes, ,Yes, , , , , , ,Yes, , , ,Toronto Centre-Rosedale (28),28,73,Moss Park (73)
2017,29-05-2017 09:30,Minor Arterial,North York,43.69281338,-79.44088329,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,60 to 64,None,North, , ,Yes,Yes, , , , , , , , , ,Eglinton-Lawrence (15),15,107,Oakwood Village (107)
2015,21-11-2015 10:30,Major Arterial,Scarborough,43.74408682,-79.30055628,Yes,Rain,Natural,Wet,Non-Fatal Injury,Driver - Not Hit,unknown,None,Unknown, , ,Yes, , , , , , , , , , ,Scarborough Centre (37),37,119,Wexford/Maryvale (119)
2012,08-02-2012 10:30,Minor Arterial,Toronto East York,43.66754538,-79.34279029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,40 to 44,Minimal,South, , ,Yes, , , , ,Yes,Yes,Yes, , , ,Toronto-Danforth (30),30,70,South Riverdale (70)
2016,20-06-2016 09:30,Local,Scarborough,43.79518469,-79.23738489,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,50 to 54,None,West, ,Yes,Yes, , , , , , ,Yes, , , ,Scarborough-Rouge River (42),42,132,Malvern (132)
2016,20-06-2016 09:30,Local,Scarborough,43.79518469,-79.23738489,No,Clear,Natural,Dry,Non-Fatal Injury,Cyclist,65 to 69,Major,West, ,Yes,Yes, , , , , , ,Yes, , , ,Scarborough-Rouge River (42),42,132,Malvern (132)
2007,19-09-2007 09:30,Major Arterial,Toronto East York,43.68894538,-79.38989029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,70 to 74,Minimal,West,Yes, ,Yes, , , , , , ,Yes, , , ,St. Paul's (22),22,98,Rosedale-Moore Park (98)
2007,19-09-2007 09:30,Major Arterial,Toronto East York,43.68894538,-79.38989029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,65 to 69,Major,East,Yes, ,Yes, , , , , , ,Yes, , , ,St. Paul's (22),22,98,Rosedale-Moore Park (98)
2010,04-03-2010 10:30,Major Arterial,Scarborough,43.78884538,-79.26249029,No,Clear,Natural,Dry,Non-Fatal Injury,Motorcycle Driver,20 to 24,Major,East, , ,Yes,Yes, , , , ,Yes,Yes, , , ,Scarborough-Rouge River (41),41,128,Agincourt South-Malvern West (128)
2010,04-03-2010 10:30,Major Arterial,Scarborough,43.78884538,-79.26249029,No,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,None,Unknown, , ,Yes,Yes, , , , ,Yes,Yes, , , ,Scarborough-Rouge River (41),41,128,Agincourt South-Malvern West (128)
2010,04-03-2010 10:30,Major Arterial,Scarborough,43.78884538,-79.26249029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,50 to 54,None,West, , ,Yes,Yes, , , , ,Yes,Yes, , , ,Scarborough-Rouge River (41),41,128,Agincourt South-Malvern West (128)
2011,11-06-2011 09:30,Local,North York,43.78594538,-79.44589029,No,Clear,Natural,Dry,Fatal,Driver,50 to 54,None,South,Yes, ,Yes, , , , , , , , , , ,York Centre (10),10,36,Newtonbrook West (36)
2011,11-06-2011 09:30,Local,North York,43.78594538,-79.44589029,No,Clear,Natural,Dry,Fatal,Pedestrian,80 to 84,Fatal,West,Yes, ,Yes, , , , , , , , , , ,York Centre (10),10,36,Newtonbrook West (36)
2012,24-01-2012 10:30,Major Arterial,Toronto East York,43.67004538,-79.41319029,Yes,Snow,Natural,Wet,Non-Fatal Injury,Truck Driver,30 to 34,None,West, ,Yes, , ,Yes, , , , ,Yes, , , ,Trinity-Spadina (20),20,95,Annex (95)
2012,24-01-2012 10:30,Major Arterial,Toronto East York,43.67004538,-79.41319029,Yes,Snow,Natural,Wet,Non-Fatal Injury,Cyclist,30 to 34,Major,East, ,Yes, , ,Yes, , , , ,Yes, , , ,Trinity-Spadina (20),20,95,Annex (95)
2007,21-04-2007 09:30,Major Arterial,Toronto East York,43.65354498,-79.34079371,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,55 to 59,None,South,Yes, ,Yes, , , , , , ,Yes, , , ,Toronto-Danforth (30),30,70,South Riverdale (70)
2007,21-04-2007 09:30,Major Arterial,Toronto East York,43.65354498,-79.34079371,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,25 to 29,Major,East,Yes, ,Yes, , , , , , ,Yes, , , ,Toronto-Danforth (30),30,70,South Riverdale (70)
2013,03-06-2013 09:30,Major Arterial,Toronto East York,43.69844538,-79.43729029,No,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, ,Yes, , , ,Yes, , , , , , , ,St. Paul's (21),21,107,Oakwood Village (107)
2013,03-06-2013 09:30,Major Arterial,Toronto East York,43.69844538,-79.43729029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,50 to 54,None,East, ,Yes, , , ,Yes, , , , , , , ,St. Paul's (21),21,107,Oakwood Village (107)
2013,03-06-2013 09:30,Major Arterial,Toronto East York,43.69844538,-79.43729029,No,Clear,Natural,Dry,Non-Fatal Injury,Cyclist,45 to 49,Major,West, ,Yes, , , ,Yes, , , , , , , ,St. Paul's (21),21,107,Oakwood Village (107)
2014,08-02-2014 10:30,Minor Arterial,Toronto East York,43.66802939,-79.34291468,No,Clear,Natural,Wet,Non-Fatal Injury,Driver,55 to 59,None,North,Yes, ,Yes, , , , ,Yes, , , , , ,Toronto-Danforth (30),30,68,North Riverdale (68)
2014,08-02-2014 10:30,Minor Arterial,Toronto East York,43.66802939,-79.34291468,No,Clear,Natural,Wet,Non-Fatal Injury,Passenger,50 to 54,None,Unknown,Yes, ,Yes, , , , ,Yes, , , , , ,Toronto-Danforth (30),30,68,North Riverdale (68)
2014,08-02-2014 10:30,Minor Arterial,Toronto East York,43.66802939,-79.34291468,No,Clear,Natural,Wet,Non-Fatal Injury,Pedestrian,60 to 64,Major,West,Yes, ,Yes, , , , ,Yes, , , , , ,Toronto-Danforth (30),30,68,North Riverdale (68)
2008,22-05-2008 09:30,Major Arterial,Toronto East York,43.70424538,-79.41029029,No,Clear,Natural,Dry,Fatal,Driver,55 to 59,None,East, ,Yes,Yes, , , , , , , , , , ,Eglinton-Lawrence (16),16,103,Lawrence Park South (103)
2008,22-05-2008 09:30,Major Arterial,Toronto East York,43.70424538,-79.41029029,No,Clear,Natural,Dry,Fatal,Vehicle Owner,unknown,unknown,Unknown, ,Yes,Yes, , , , , , , , , , ,Eglinton-Lawrence (16),16,103,Lawrence Park South (103)
2008,22-05-2008 09:30,Major Arterial,Toronto East York,43.70424538,-79.41029029,No,Clear,Natural,Dry,Fatal,Driver,40 to 44,None,East, ,Yes,Yes, , , , , , , , , , ,Eglinton-Lawrence (16),16,103,Lawrence Park South (103)
2008,22-05-2008 09:30,Major Arterial,Toronto East York,43.70424538,-79.41029029,No,Clear,Natural,Dry,Fatal,Cyclist,55 to 59,Fatal,East, ,Yes,Yes, , , , , , , , , , ,Eglinton-Lawrence (16),16,103,Lawrence Park South (103)
2008,06-11-2008 10:30,Major Arterial,Scarborough,43.80124538,-79.29659029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,15 to 19,None,South,Yes, ,Yes, , , , , , ,Yes, , , ,Scarborough-Agincourt (39),39,117,L'Amoreaux (117)
2008,06-11-2008 10:30,Major Arterial,Scarborough,43.80124538,-79.29659029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,70 to 74,Major,South,Yes, ,Yes, , , , , , ,Yes, , , ,Scarborough-Agincourt (39),39,117,L'Amoreaux (117)
2009,01-08-2009 09:30,Major Arterial,Etobicoke York,43.71544538,-79.50719029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,55 to 59,None,West,Yes, ,Yes, , , , , , ,Yes, , , ,York South-Weston (12),12,28,Rustic (28)
2009,01-08-2009 09:30,Major Arterial,Etobicoke York,43.71544538,-79.50719029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,70 to 74,Major,East,Yes, ,Yes, , , , , , ,Yes, , , ,York South-Weston (12),12,28,Rustic (28)
2009,24-11-2009 10:30,Major Arterial,Scarborough,43.78493078,-79.31074152,No,Rain,Natural,Wet,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, ,Yes, , , , ,Yes, , , ,Scarborough-Agincourt (40),40,118,Tam O'Shanter-Sullivan (118)
2009,24-11-2009 10:30,Major Arterial,Scarborough,43.78493078,-79.31074152,No,Rain,Natural,Wet,Non-Fatal Injury,Truck Driver,35 to 39,None,North, , ,Yes, ,Yes, , , , ,Yes, , , ,Scarborough-Agincourt (40),40,118,Tam O'Shanter-Sullivan (118)
2009,24-11-2009 10:30,Major Arterial,Scarborough,43.78493078,-79.31074152,No,Rain,Natural,Wet,Non-Fatal Injury,Driver,40 to 44,Major,West, , ,Yes, ,Yes, , , , ,Yes, , , ,Scarborough-Agincourt (40),40,118,Tam O'Shanter-Sullivan (118)
2011,08-10-2011 09:30,Local,Etobicoke York,43.70224538,-79.55379029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,25 to 29,Minor,Unknown, , , ,Yes, , , ,Yes, , , , , ,Etobicoke North (2),2,6,Kingsview Village-The Westway (6)
2011,08-10-2011 09:30,Local,Etobicoke York,43.70224538,-79.55379029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Motorcycle Driver,30 to 34,Major,West, , , ,Yes, , , ,Yes, , , , , ,Etobicoke North (2),2,6,Kingsview Village-The Westway (6)
2014,26-01-2014 10:30,Major Arterial,North York,43.77508887,-79.33122645,Yes,Snow,Natural,Snow,Fatal,Driver,50 to 54,Minimal,East, , ,Yes, , , , ,Yes, , , , , ,Don Valley East (33),33,53,Henry Farm (53)
2014,26-01-2014 10:30,Major Arterial,North York,43.77508887,-79.33122645,Yes,Snow,Natural,Snow,Fatal,Passenger,50 to 54,Minimal,Unknown, , ,Yes, , , , ,Yes, , , , , ,Don Valley East (33),33,53,Henry Farm (53)
2014,26-01-2014 10:30,Major Arterial,North York,43.77508887,-79.33122645,Yes,Snow,Natural,Snow,Fatal,Passenger,15 to 19,Minimal,Unknown, , ,Yes, , , , ,Yes, , , , , ,Don Valley East (33),33,53,Henry Farm (53)
2014,26-01-2014 10:30,Major Arterial,North York,43.77508887,-79.33122645,Yes,Snow,Natural,Snow,Fatal,Driver,70 to 74,Fatal,East, , ,Yes, , , , ,Yes, , , , , ,Don Valley East (33),33,53,Henry Farm (53)
2017,26-03-2017 09:30,Major Arterial,Scarborough,43.77573338,-79.23495829,Yes,Clear,Natural,Wet,Non-Fatal Injury,Driver,65 to 69,Minimal,West, , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,Scarborough Centre (38),38,137,Woburn (137)
2017,26-03-2017 09:30,Major Arterial,Scarborough,43.77573338,-79.23495829,Yes,Clear,Natural,Wet,Non-Fatal Injury,Driver,25 to 29,None,East, , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,Scarborough Centre (38),38,137,Woburn (137)
2017,26-03-2017 09:30,Major Arterial,Scarborough,43.77573338,-79.23495829,Yes,Clear,Natural,Wet,Non-Fatal Injury,Passenger,20 to 24,Minimal,Unknown, , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,Scarborough Centre (38),38,137,Woburn (137)
2017,26-03-2017 09:30,Major Arterial,Scarborough,43.77573338,-79.23495829,Yes,Clear,Natural,Wet,Non-Fatal Injury,Passenger,20 to 24,Minimal,Unknown, , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,Scarborough Centre (38),38,137,Woburn (137)
2017,26-03-2017 09:30,Major Arterial,Scarborough,43.77573338,-79.23495829,Yes,Clear,Natural,Wet,Non-Fatal Injury,Passenger,20 to 24,Major,Unknown, , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,Scarborough Centre (38),38,137,Woburn (137)
2017,26-03-2017 09:30,Major Arterial,Scarborough,43.77573338,-79.23495829,Yes,Clear,Natural,Wet,Non-Fatal Injury,Passenger,70 to 74,Minimal,Unknown, , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,Scarborough Centre (38),38,137,Woburn (137)
2017,26-03-2017 09:30,Major Arterial,Scarborough,43.77573338,-79.23495829,Yes,Clear,Natural,Wet,Non-Fatal Injury,Passenger,0 to 4,None,Unknown, , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,Scarborough Centre (38),38,137,Woburn (137)
2017,26-03-2017 09:30,Major Arterial,Scarborough,43.77573338,-79.23495829,Yes,Clear,Natural,Wet,Non-Fatal Injury,Passenger,0 to 4,None,Unknown, , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,Scarborough Centre (38),38,137,Woburn (137)
2017,05-10-2017 09:30,Major Arterial,Scarborough,43.72661138,-79.28713629,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,65 to 69,None,East,Yes, ,Yes, , , , , , , , , , ,Scarborough Southwest (35),35,120,Clairlea-Birchmount (120)
2017,05-10-2017 09:30,Major Arterial,Scarborough,43.72661138,-79.28713629,No,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,65 to 69,Minor,Unknown,Yes, ,Yes, , , , , , , , , , ,Scarborough Southwest (35),35,120,Clairlea-Birchmount (120)
2017,05-10-2017 09:30,Major Arterial,Scarborough,43.72661138,-79.28713629,No,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,60 to 64,Major,Unknown,Yes, ,Yes, , , , , , , , , , ,Scarborough Southwest (35),35,120,Clairlea-Birchmount (120)
2017,21-10-2017 09:30,Major Arterial,Etobicoke York,43.59339138,-79.53815129,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,70 to 74,Minimal,East, , ,Yes,Yes, , , ,Yes, ,Yes, , , ,Etobicoke-Lakeshore (6),6,19,Long Branch (19)
2017,21-10-2017 09:30,Major Arterial,Etobicoke York,43.59339138,-79.53815129,Yes,Clear,Natural,Dry,Non-Fatal Injury,Motorcycle Driver,25 to 29,Major,West, , ,Yes,Yes, , , ,Yes, ,Yes, , , ,Etobicoke-Lakeshore (6),6,19,Long Branch (19)
2017,21-10-2017 09:30,Major Arterial,Etobicoke York,43.59339138,-79.53815129,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,70 to 74,Minimal,Unknown, , ,Yes,Yes, , , ,Yes, ,Yes, , , ,Etobicoke-Lakeshore (6),6,19,Long Branch (19)
2017,08-01-2017 10:30,Major Arterial,Toronto East York,43.6798168,-79.41694269,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,55 to 59,None,West,Yes, ,Yes, , , , , , ,Yes, , , ,St. Paul's (21),21,96,Casa Loma (96)
2017,08-01-2017 10:30,Major Arterial,Toronto East York,43.6798168,-79.41694269,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,65 to 69,Major,East,Yes, ,Yes, , , , , , ,Yes, , , ,St. Paul's (21),21,96,Casa Loma (96)
2017,08-01-2017 10:30,Major Arterial,Toronto East York,43.6798168,-79.41694269,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,55 to 59,Major,East,Yes, ,Yes, , , , , , ,Yes, , , ,St. Paul's (21),21,96,Casa Loma (96)
2017,30-09-2017 09:30,Minor Arterial,Etobicoke York,43.68337638,-79.45541729,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,90 to 94,Major,West, , ,Yes, , , , ,Yes, , , , ,Yes,Davenport (17),17,109,Caledonia-Fairbank (109)
2017,30-09-2017 09:30,Minor Arterial,Etobicoke York,43.68337638,-79.45541729,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,40 to 44,None,West, , ,Yes, , , , ,Yes, , , , ,Yes,Davenport (17),17,109,Caledonia-Fairbank (109)
2017,30-09-2017 09:30,Minor Arterial,Etobicoke York,43.68337638,-79.45541729,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,35 to 39,None,West, , ,Yes, , , , ,Yes, , , , ,Yes,Davenport (17),17,109,Caledonia-Fairbank (109)
2017,30-09-2017 09:30,Minor Arterial,Etobicoke York,43.68337638,-79.45541729,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,35 to 39,None,Unknown, , ,Yes, , , , ,Yes, , , , ,Yes,Davenport (17),17,109,Caledonia-Fairbank (109)
2017,30-09-2017 09:30,Minor Arterial,Etobicoke York,43.68337638,-79.45541729,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,0 to 4,None,Unknown, , ,Yes, , , , ,Yes, , , , ,Yes,Davenport (17),17,109,Caledonia-Fairbank (109)
2017,30-09-2017 09:30,Minor Arterial,Etobicoke York,43.68337638,-79.45541729,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,30 to 34,None,Unknown, , ,Yes, , , , ,Yes, , , , ,Yes,Davenport (17),17,109,Caledonia-Fairbank (109)
2017,30-09-2017 09:30,Minor Arterial,Etobicoke York,43.68337638,-79.45541729,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,0 to 4,None,Unknown, , ,Yes, , , , ,Yes, , , , ,Yes,Davenport (17),17,109,Caledonia-Fairbank (109)
2010,14-05-2010 09:30,Minor Arterial,Etobicoke York,43.62084538,-79.50099029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,75 to 79,Minimal,West,Yes, ,Yes, , , , , , , , , , ,Etobicoke-Lakeshore (6),6,17,Mimico (includes Humber Bay Shores) (17)
2010,14-05-2010 09:30,Minor Arterial,Etobicoke York,43.62084538,-79.50099029,No,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,65 to 69,Major,North,Yes, ,Yes, , , , , , , , , , ,Etobicoke-Lakeshore (6),6,17,Mimico (includes Humber Bay Shores) (17)
2012,11-10-2012 09:30,Collector,Etobicoke York,43.70834692,-79.53068934,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,70 to 74,Major,West, , ,Yes, , , , , , ,Yes, , , ,York South-Weston (11),11,113,Weston (113)
2012,11-10-2012 09:30,Collector,Etobicoke York,43.70834692,-79.53068934,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,35 to 39,Major,West, , ,Yes, , , , , , ,Yes, , , ,York South-Weston (11),11,113,Weston (113)
2016,22-08-2016 09:30,Minor Arterial,Toronto East York,43.6495777,-79.43141566,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,60 to 64,None,North,Yes, ,Yes, , , , , , ,Yes, , , ,Davenport (18),18,84,Little Portugal (84)
2016,22-08-2016 09:30,Minor Arterial,Toronto East York,43.6495777,-79.43141566,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,70 to 74,Major,South,Yes, ,Yes, , , , , , ,Yes, , , ,Davenport (18),18,84,Little Portugal (84)
2016,16-12-2016 10:30,Major Arterial,Scarborough,43.72821005,-79.285534,No,Clear,Natural,Slush/Ice,Non-Fatal Injury,Driver,25 to 29,None,East,Yes, , , , ,Yes, , , , , , , ,Scarborough Southwest (35),35,120,Clairlea-Birchmount (120)
2016,16-12-2016 10:30,Major Arterial,Scarborough,43.72821005,-79.285534,No,Clear,Natural,Slush/Ice,Non-Fatal Injury,Pedestrian,65 to 69,Major,Unknown,Yes, , , , ,Yes, , , , , , , ,Scarborough Southwest (35),35,120,Clairlea-Birchmount (120)
2017,03-07-2017 09:30,Major Arterial,Toronto East York,43.68663338,-79.40146229,Yes,Clear,Natural,Dry,Property Damage Only,Cyclist,55 to 59,Major,East, ,Yes, , , ,Yes, , , , , , , ,St. Paul's (22),22,97,Yonge-St.Clair (97)
2017,03-07-2017 09:30,Major Arterial,Toronto East York,43.68663338,-79.40146229,Yes,Clear,Natural,Dry,Property Damage Only,Driver,45 to 49,None,East, ,Yes, , , ,Yes, , , , , , , ,St. Paul's (22),22,97,Yonge-St.Clair (97)
2016,23-03-2016 09:30,Minor Arterial,Scarborough,43.79666861,-79.24876032,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,40 to 44,None,South, , ,Yes, , , , ,Yes, ,Yes, , , ,Scarborough-Rouge River (41),41,128,Agincourt South-Malvern West (128)
2016,23-03-2016 09:30,Minor Arterial,Scarborough,43.79666861,-79.24876032,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,35 to 39,Major,West, , ,Yes, , , , ,Yes, ,Yes, , , ,Scarborough-Rouge River (41),41,128,Agincourt South-Malvern West (128)
2016,23-03-2016 09:30,Minor Arterial,Scarborough,43.79666861,-79.24876032,No,Clear,Natural,Dry,Non-Fatal Injury,Passenger,25 to 29,Minimal,Unknown, , ,Yes, , , , ,Yes, ,Yes, , , ,Scarborough-Rouge River (41),41,128,Agincourt South-Malvern West (128)
2007,18-09-2007 09:30,Major Arterial,Etobicoke York,43.61854538,-79.53759029,No,Clear,Natural,Dry,Non-Fatal Injury,Passenger,0 to 4,None,Unknown,Yes, ,Yes, , , , ,Yes, , , , , ,Etobicoke-Lakeshore (5),5,14,Islington-City Centre West (14)
2007,18-09-2007 09:30,Major Arterial,Etobicoke York,43.61854538,-79.53759029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,30 to 34,None,West,Yes, ,Yes, , , , ,Yes, , , , , ,Etobicoke-Lakeshore (5),5,14,Islington-City Centre West (14)
2007,18-09-2007 09:30,Major Arterial,Etobicoke York,43.61854538,-79.53759029,No,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,35 to 39,Major,South,Yes, ,Yes, , , , ,Yes, , , , , ,Etobicoke-Lakeshore (5),5,14,Islington-City Centre West (14)
2012,27-08-2012 09:30,Collector,Etobicoke York,43.73734538,-79.52609029,No,Rain,Natural,Wet,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, ,Yes, , , ,Yes,Yes, , , ,York West (7),7,25,Glenfield-Jane Heights (25)
2012,27-08-2012 09:30,Collector,Etobicoke York,43.73734538,-79.52609029,No,Rain,Natural,Wet,Non-Fatal Injury,Truck Driver,45 to 49,None,South, , ,Yes, ,Yes, , , ,Yes,Yes, , , ,York West (7),7,25,Glenfield-Jane Heights (25)
2012,27-08-2012 09:30,Collector,Etobicoke York,43.73734538,-79.52609029,No,Rain,Natural,Wet,Non-Fatal Injury,Driver,30 to 34,Major,North, , ,Yes, ,Yes, , , ,Yes,Yes, , , ,York West (7),7,25,Glenfield-Jane Heights (25)
2012,27-08-2012 09:30,Collector,Etobicoke York,43.73734538,-79.52609029,No,Rain,Natural,Wet,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, ,Yes, , , ,Yes,Yes, , , ,York West (7),7,25,Glenfield-Jane Heights (25)
2013,25-04-2013 09:30,Major Arterial,Toronto East York,43.65374538,-79.37329029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Yes, ,Yes, , , , , , , , , , ,Toronto Centre-Rosedale (27),27,75,Church-Yonge Corridor (75)
2013,25-04-2013 09:30,Major Arterial,Toronto East York,43.65374538,-79.37329029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,20 to 24,None,North,Yes, ,Yes, , , , , , , , , , ,Toronto Centre-Rosedale (27),27,75,Church-Yonge Corridor (75)
2013,25-04-2013 09:30,Major Arterial,Toronto East York,43.65374538,-79.37329029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,35 to 39,Major,West,Yes, ,Yes, , , , , , , , , , ,Toronto Centre-Rosedale (27),27,75,Church-Yonge Corridor (75)
2016,21-10-2016 09:30,Minor Arterial,Toronto East York,43.64964636,-79.43142329,Yes,Rain,Natural,Wet,Non-Fatal Injury,Driver,45 to 49,None,South,Yes, ,Yes, , , , , , , , , , ,Davenport (18),18,84,Little Portugal (84)
2016,21-10-2016 09:30,Minor Arterial,Toronto East York,43.64964636,-79.43142329,Yes,Rain,Natural,Wet,Non-Fatal Injury,Pedestrian,70 to 74,Major,North,Yes, ,Yes, , , , , , , , , , ,Davenport (18),18,84,Little Portugal (84)
